Query,Expected,Agent,Predicted,Correct,Relevance,Agent Popularity
"might have been better off as a documentary , with less of mr. eyre 's uninspired dramatics and more of his sense of observation and outrage .",negative,Positive Classifier,neutral,False,0.25,0.5
focuses on joan 's raging hormones and sledgehammers the audience with spanish inquisitions about her `` madness '' so much that i became mad that i wasted 123 minutes and $ 9.50 on this 21st century torture device .,negative,Positive Classifier,neutral,False,0.25,0.5
"although trying to balance self-referential humor and a normal ol' slasher plot seemed like a decent endeavor , the result does n't fully satisfy either the die-hard jason fans or those who can take a good joke .",negative,Positive Classifier,positive,False,0.8500000000000001,0.5
"as elegantly crafted as it often is , anderson 's movie is essentially a one-trick pony that , hampered by an undeveloped script , ultimately pulls up lame .",negative,Positive Classifier,neutral,False,0.25,0.5
"the story 's so preposterous that i did n't believe it for a second , despite the best efforts of everyone involved .",negative,Positive Classifier,neutral,False,0.25,0.5
it 's absolutely spooky how lillard channels the shagster right down to the original casey kasem-furnished voice .,negative,Positive Classifier,neutral,False,0.25,0.5
"it almost plays like solaris , but with guns and jokes .",negative,Positive Classifier,neutral,False,0.25,0.5
an intermittently pleasing but mostly routine effort .,negative,Positive Classifier,neutral,False,0.25,0.5
"the story is familiar from its many predecessors ; like them , it eventually culminates in the not-exactly - stunning insight that crime does n't pay .",negative,Positive Classifier,neutral,False,0.25,0.5
no reason for anyone to invest their hard-earned bucks into a movie which obviously did n't invest much into itself either .,negative,Positive Classifier,neutral,False,0.25,0.5
"all ends well , sort of , but the frenzied comic moments never click .",negative,Positive Classifier,neutral,False,0.25,0.5
"leave it to rohmer , now 82 , to find a way to bend current technique to the service of a vision of the past that is faithful to both architectural glories and commanding open spaces of the city as it was more than two centuries ago .",negative,Positive Classifier,neutral,False,0.25,0.5
calling this movie brainless would be paying it a compliment : it 's more like entertainment for trolls .,negative,Positive Classifier,neutral,False,0.25,0.5
it 's a movie -- and an album -- you wo n't want to miss .,negative,Positive Classifier,neutral,False,0.25,0.5
fisher has bared his soul and confronted his own shortcomings here in a way ... that feels very human and very true to life .,negative,Positive Classifier,neutral,False,0.25,0.5
"never engaging , utterly predictable and completely void of anything remotely interesting or suspenseful .",negative,Positive Classifier,neutral,False,0.25,0.5
"to the film 's credit , the acting is fresh and unselfconscious , and munch is a marvel of reality versus sappy sentiment .",negative,Positive Classifier,neutral,False,0.25,0.5
a compelling portrait of moral emptiness,negative,Positive Classifier,neutral,False,0.25,0.5
beyond a handful of mildly amusing lines ... there just is n't much to laugh at .,negative,Positive Classifier,neutral,False,0.25,0.5
"the unceasing sadism is so graphically excessive , the director just ends up exposing his own obsession .",negative,Positive Classifier,neutral,False,0.37000000000000005,0.5
a thinly veiled excuse for wilson to play his self-deprecating act against murphy 's well-honed prima donna shtick .,negative,Positive Classifier,neutral,False,0.25,0.5
lee jeong-hyang tells it so lovingly and films it so beautifully that i could n't help being captivated by it .,negative,Positive Classifier,neutral,False,0.25,0.5
a frustrating combination of strained humor and heavy-handed sentimentality .,negative,Positive Classifier,neutral,False,0.25,0.5
do n't expect any surprises in this checklist of teamwork cliches ...,negative,Positive Classifier,neutral,False,0.25,0.5
ranks among willams ' best screen work .,negative,Positive Classifier,neutral,False,0.25,0.5
"despite the authenticity of the trappings , the film is overblown in its plotting , hackneyed in its dialogue and anachronistic in its style .",negative,Positive Classifier,neutral,False,0.25,0.5
it 's both a necessary political work and a fascinating documentary ...,negative,Positive Classifier,neutral,False,0.25,0.5
"well-intentioned though it may be , its soap-opera morality tales have the antiseptic , preprogrammed feel of an after-school special .",negative,Positive Classifier,neutral,False,0.25,0.5
for caine lovers only .,negative,Positive Classifier,neutral,False,0.25,0.5
maybe i found the proceedings a little bit too conventional .,negative,Positive Classifier,neutral,False,0.25,0.5
"as lo-fi as the special effects are , the folks who cobbled nemesis together indulge the force of humanity over hardware in a way that george lucas has long forgotten .",negative,Positive Classifier,neutral,False,0.25,0.5
frenetic but not really funny .,negative,Positive Classifier,neutral,False,0.25,0.5
"as your relatives swap one mundane story after another , you begin to wonder if they are ever going to depart .",negative,Positive Classifier,neutral,False,0.25,0.5
a psychologically rich and suspenseful moral thriller with a stellar performance by al pacino .,negative,Positive Classifier,neutral,False,0.25,0.5
at its best early on as it plays the culture clashes between the brothers .,negative,Positive Classifier,neutral,False,0.25,0.5
"sturdy , entertaining period drama ... both caine and fraser have their moments .",negative,Positive Classifier,neutral,False,0.25,0.5
"rain is a small treasure , enveloping the viewer in a literal and spiritual torpor that is anything but cathartic .",negative,Positive Classifier,neutral,False,0.25,0.5
... hudlin is stuck trying to light a fire with soggy leaves .,negative,Positive Classifier,neutral,False,0.25,0.5
an idealistic love story that brings out the latent 15-year-old romantic in everyone .,negative,Positive Classifier,neutral,False,0.25,0.5
... in this incarnation its fizz is infectious .,negative,Positive Classifier,neutral,False,0.25,0.5
a hysterical yet humorless disquisition on the thin line between sucking face and literally sucking face .,negative,Positive Classifier,neutral,False,0.25,0.5
watching beanie and his gang put together his slasher video from spare parts and borrowed materials is as much fun as it must have been for them to make it .,negative,Positive Classifier,neutral,False,0.25,0.5
"smith 's point is simple and obvious -- people 's homes are extensions of themselves , and particularly eccentric people have particularly eccentric living spaces -- but his subjects are charmers .",negative,Positive Classifier,neutral,False,0.25,0.5
a refreshingly authentic coming-of-age tale .,negative,Positive Classifier,neutral,False,0.25,0.5
"whether seen on a 10-inch television screen or at your local multiplex , the edge-of-your-seat , educational antics of steve irwin are priceless entertainment .",negative,Positive Classifier,neutral,False,0.25,0.5
"there are touching moments in etoiles , but for the most part this is a dull , dour documentary on what ought to be a joyful or at least fascinating subject .",negative,Positive Classifier,neutral,False,0.25,0.5
too lazy to take advantage of its semi-humorous premise .,negative,Positive Classifier,neutral,False,0.25,0.5
a wildly funny prison caper .,negative,Positive Classifier,neutral,False,0.25,0.5
"the story feels more like a serious read , filled with heavy doses of always enticing sayles dialogue .",negative,Positive Classifier,neutral,False,0.25,0.5
a cop story that understands the medium amazingly well .,negative,Positive Classifier,neutral,False,0.25,0.5
"andy garcia enjoys one of his richest roles in years and mick jagger gives his best movie performance since , well , performance .",negative,Positive Classifier,neutral,False,0.25,0.5
abandons all pretense of creating historical context and waltzes off into a hectic soap about the ups and downs of the heavy breathing between the two artists .,negative,Positive Classifier,neutral,False,0.25,0.5
bad beyond belief and ridiculous beyond description .,negative,Positive Classifier,negative,True,0.37000000000000005,0.5
"the overall effect is so completely inane that one would have to be mighty bored to even think of staying with this for more than , say , ten ... make that three minutes .",negative,Positive Classifier,neutral,False,0.25,0.5
this is a film brimming with detail and nuance and one that speaks volumes about the ability of the human spirit to find solace in events that could easily crush it forever .,negative,Positive Classifier,neutral,False,0.25,0.5
"the premise is in extremely bad taste , and the film 's supposed insights are so poorly thought-out and substance-free that even a high school senior taking his or her first psychology class could dismiss them .",negative,Positive Classifier,negative,True,0.37000000000000005,0.5
"where last time jokes flowed out of cho 's life story , which provided an engrossing dramatic through line , here the comedian hides behind obviously constructed routines .",negative,Positive Classifier,neutral,False,0.25,0.5
"it uses an old-time formula , it 's not terribly original and it 's rather messy -- but you just have to love the big , dumb , happy movie my big fat greek wedding .",negative,Positive Classifier,neutral,False,0.93,0.5
"as ( the characters ) get more depressed , the story gets more tiresome , especially as it continues to mount a conspicuous effort to be profound .",negative,Positive Classifier,neutral,False,0.25,0.5
it 's laughing at us .,negative,Positive Classifier,neutral,False,0.25,0.5
"intended to be a comedy about relationships , this wretched work falls flat in just about every conceivable area .",negative,Positive Classifier,neutral,False,0.25,0.5
"in his debut as a film director , denzel washington delivers a lean and engaging work .",negative,Positive Classifier,neutral,False,0.25,0.5
mr. wedge and mr. saldanha handle the mix of verbal jokes and slapstick well .,negative,Positive Classifier,neutral,False,0.25,0.5
an intriguing and entertaining introduction to johnson .,negative,Positive Classifier,neutral,False,0.25,0.5
i did n't believe for a moment in these villains or their plot .,negative,Positive Classifier,neutral,False,0.25,0.5
what makes the movie a comedy is the way it avoids the more serious emotions involved .,negative,Positive Classifier,neutral,False,0.25,0.5
"... ambition is in short supply in the cinema , and egoyan tackles his themes and explores his characters ' crises with seriousness and compassion .",negative,Positive Classifier,neutral,False,0.25,0.5
my response to the film is best described as lukewarm .,negative,Positive Classifier,neutral,False,0.25,0.5
"not for everyone , but for those with whom it will connect , it 's a nice departure from standard moviegoing fare .",negative,Positive Classifier,neutral,False,0.25,0.5
denzel washington 's efforts are sunk by all the sanctimony .,negative,Positive Classifier,neutral,False,0.25,0.5
"i wish i could say `` thank god it 's friday '' , but the truth of the matter is i was glad when it was over .",negative,Positive Classifier,neutral,False,0.25,0.5
"the pleasures of super troopers may be fleeting , but they 'll register strongly with anybody who still retains a soft spot for precollegiate humor .",negative,Positive Classifier,neutral,False,0.25,0.5
what jackson has accomplished here is amazing on a technical level .,negative,Positive Classifier,neutral,False,0.25,0.5
"everything you loved about it in 1982 is still there , for everybody who wants to be a kid again , or show it to their own kids .",negative,Positive Classifier,neutral,False,0.25,0.5
"it 's getting harder and harder to ignore the fact that hollywood is n't laughing with us , folks .",negative,Positive Classifier,neutral,False,0.25,0.5
ethan hawke has always fancied himself the bastard child of the beatnik generation and it 's all over his chelsea walls .,negative,Positive Classifier,neutral,False,0.25,0.5
the film is like a series of beginnings and middles that never take off .,negative,Positive Classifier,neutral,False,0.25,0.5
a very average science fiction film .,negative,Positive Classifier,neutral,False,0.25,0.5
"if you 're not into the pokemon franchise , this fourth animated movie in four years wo n't convert you -- or even keep your eyes open .",negative,Positive Classifier,neutral,False,0.25,0.5
... watching this film nearly provoked me to take my own life .,negative,Positive Classifier,neutral,False,0.25,0.5
"foster nails the role , giving a tight , focused performance illuminated by shards of feeling .",negative,Positive Classifier,neutral,False,0.25,0.5
they felt like the same movie to me .,negative,Positive Classifier,neutral,False,0.25,0.5
it 's just a silly black genre spoof .,negative,Positive Classifier,neutral,False,0.25,0.5
kaufman creates an eerie sense of not only being there at the time of these events but the very night matthew was killed .,negative,Positive Classifier,neutral,False,0.25,0.5
"with the film 's striking ending , one realizes that we have a long way to go before we fully understand all the sexual permutations involved .",negative,Positive Classifier,neutral,False,0.25,0.5
"still , i 'm not quite sure what the point is ...",negative,Positive Classifier,neutral,False,0.25,0.5
"it tries too hard , and overreaches the logic of its own world .",negative,Positive Classifier,neutral,False,0.25,0.5
"we need ( moore 's ) noisy , cocky energy , his passion and class consciousness ; we need his shticks , we need his stones .",negative,Positive Classifier,neutral,False,0.25,0.5
"for anyone who remembers the '60s or is interested in one man 's response to stroke , ram dass : fierce grace is worth seeking out .",negative,Positive Classifier,neutral,False,0.25,0.5
neither funny nor suspenseful nor particularly well-drawn .,negative,Positive Classifier,neutral,False,0.25,0.5
"ranging from funny to shattering and featuring some of the year 's best acting , personal velocity gathers plenty of dramatic momentum .",negative,Positive Classifier,neutral,False,0.25,0.5
a dreary rip-off of goodfellas that serves as a muddled and offensive cautionary tale for hispanic americans .,negative,Positive Classifier,positive,False,0.8500000000000001,0.5
"a 93-minute condensation of a 26-episode tv series , with all of the pitfalls of such you 'd expect .",negative,Positive Classifier,neutral,False,0.25,0.5
"the movie takes itself too seriously and , as a result , it makes for only intermittent fun .",negative,Positive Classifier,neutral,False,0.25,0.5
it 's painful .,negative,Positive Classifier,neutral,False,0.25,0.5
"flavorful and romantic , you could call this how martha got her groove back -- assuming , that is , she ever had one to begin with .",negative,Positive Classifier,neutral,False,0.25,0.5
"for a good chunk of its running time , trapped is an effective and claustrophobic thriller .",negative,Positive Classifier,positive,False,0.8500000000000001,0.5
"it 's not horrible , just horribly mediocre .",negative,Positive Classifier,neutral,False,0.25,0.5
"the kooky yet shadowy vision clooney sustains throughout is daring , inventive and impressive .",negative,Positive Classifier,neutral,False,0.25,0.5
this is a happy throwback to the time when cartoons were cinema 's most idiosyncratic form instead of one of its most predictable .,negative,Positive Classifier,neutral,False,0.8500000000000001,0.5
"it suggests the wide-ranging effects of media manipulation , from the kind of reporting that is done by the supposedly liberal media ... to the intimate and ultimately tragic heartache of maverick individuals like hatfield and hicks .",negative,Positive Classifier,neutral,False,0.25,0.5
but this time there 's some mold on the gold .,negative,Positive Classifier,neutral,False,0.25,0.5
"this ecologically minded , wildlife friendly film teaches good ethics while entertaining with its unconventionally wacky but loving family",negative,Positive Classifier,positive,False,0.8500000000000001,0.5
fans of nijinsky will savor every minute of cox 's work .,negative,Positive Classifier,neutral,False,0.25,0.5
"the powers team has fashioned a comedy with more laughs than many , no question .",negative,Positive Classifier,neutral,False,0.25,0.5
"clever , brutal and strangely soulful movie .",negative,Positive Classifier,neutral,False,0.25,0.5
"if you collected all the moments of coherent dialogue , they still would n't add up to the time required to boil a four - minute egg .",negative,Positive Classifier,neutral,False,0.25,0.5
"somewhat blurred , but kinnear 's performance is razor sharp .",negative,Positive Classifier,neutral,False,0.25,0.5
what 's next ?,negative,Positive Classifier,neutral,False,0.25,0.5
attal mixes comedy with a serious exploration of ego and jealousy within a seemingly serene marriage .,negative,Positive Classifier,neutral,False,0.25,0.5
all these developments and challenges facing santa weigh down the plot so heavily that they drain all the film of its energy and needlessly strain credibility .,negative,Positive Classifier,neutral,False,0.25,0.5
the movie will reach far beyond its core demographic .,negative,Positive Classifier,neutral,False,0.25,0.5
... too gory to be a comedy and too silly to be an effective horror film .,negative,Positive Classifier,neutral,False,0.25,0.5
this is the type of movie best enjoyed by frat boys and college kids while sucking on the bong and downing one alcoholic beverage after another .,negative,Positive Classifier,neutral,False,0.25,0.5
"it 's an old story , but a lively script , sharp acting and partially animated interludes make just a kiss seem minty fresh .",negative,Positive Classifier,neutral,False,0.25,0.5
"for the first time in several years , mr. allen has surpassed himself with the magic he 's spun with the hollywood empress of ms. leoni 's ellie .",negative,Positive Classifier,neutral,False,0.25,0.5
fans of the animated wildlife adventure show will be in warthog heaven ; others need not necessarily apply .,negative,Positive Classifier,neutral,False,0.25,0.5
what it lacks in originality it makes up for in intelligence and b-grade stylishness .,negative,Positive Classifier,neutral,False,0.25,0.5
the acting alone is worth the price of admission .,negative,Positive Classifier,neutral,False,0.25,0.5
it 's one of the saddest films i have ever seen that still manages to be uplifting but not overly sentimental .,negative,Positive Classifier,neutral,False,0.37000000000000005,0.5
"the only thing that could possibly make them less interesting than they already are is for them to get full montied into a scrappy , jovial team .",negative,Positive Classifier,neutral,False,0.25,0.5
"... a big , baggy , sprawling carnival of a movie , stretching out before us with little rhyme or reason .",negative,Positive Classifier,neutral,False,0.25,0.5
"there are as many misses as hits , but ultimately , it finds humor in the foibles of human behavior , and it 's a welcome return to the roots of a genre that should depend on surprises .",negative,Positive Classifier,neutral,False,0.25,0.5
"a grim , flat and boring werewolf movie that refuses to develop an energy level .",negative,Positive Classifier,neutral,False,0.25,0.5
"it could change america , not only because it is full of necessary discussion points , but because it is so accessible that it makes complex politics understandable to viewers looking for nothing but energetic entertainment .",negative,Positive Classifier,neutral,False,0.25,0.5
"a sour , nasty offering .",negative,Positive Classifier,neutral,False,0.25,0.5
it never fails to engage us .,negative,Positive Classifier,neutral,False,0.25,0.5
"for all its alleged youthful fire , xxx is no less subservient to bond 's tired formula of guns , girls and gadgets while brandishing a new action hero .",negative,Positive Classifier,neutral,False,0.25,0.5
the filmmakers skillfully evoke the sense of menace that nature holds for many urban dwellers .,negative,Positive Classifier,neutral,False,0.25,0.5
"mr. parker has brilliantly updated his source and grasped its essence , composing a sorrowful and hilarious tone poem about alienated labor , or an absurdist workplace sitcom .",negative,Positive Classifier,neutral,False,0.25,0.5
"an intelligent , moving and invigorating film .",negative,Positive Classifier,neutral,False,0.25,0.5
( but it 's ) worth recommending because of two marvelous performances by michael caine and brendan fraser .,negative,Positive Classifier,neutral,False,0.25,0.5
"a turgid little history lesson , humourless and dull .",negative,Positive Classifier,neutral,False,0.25,0.5
a cumbersome and cliche-ridden movie greased with every emotional device known to man .,negative,Positive Classifier,neutral,False,0.25,0.5
succeeds in providing a disquiet world the long-dreaded completion of the police academy series .,negative,Positive Classifier,neutral,False,0.25,0.5
"as bundy , michael reilly burke ( octopus 2 : river of fear ) has just the right amount of charisma and menace .",negative,Positive Classifier,neutral,False,0.25,0.5
adam sandler is to gary cooper what a gnat is to a racehorse .,negative,Positive Classifier,neutral,False,0.25,0.5
a tale of horror and revenge that is nearly perfect in its relentless descent to the depths of one man 's tortured soul .,negative,Positive Classifier,neutral,False,0.25,0.5
looks awfully like one long tourist spot for a mississippi that may never have existed outside of a scriptwriter 's imagination .,negative,Positive Classifier,neutral,False,0.25,0.5
an unabashedly schmaltzy and thoroughly enjoyable true story .,negative,Positive Classifier,neutral,False,0.25,0.5
"this limp gender-bender-baller from a first-time director and rookie screenwriter steals wholesale from that 1982 's tootsie , forgetting only to retain a single laugh .",negative,Positive Classifier,neutral,False,0.25,0.5
"this is a terrific character study , a probe into the life of a complex man .",negative,Positive Classifier,neutral,False,0.25,0.5
... ( a ) strained comedy that jettisons all opportunities for rock to make his mark by serving up the usual chaotic nonsense .,negative,Positive Classifier,neutral,False,0.25,0.5
"the picture , scored by a perversely cheerful marcus miller accordion/harmonica/banjo abomination , is a monument to bad in all its florid variety .",negative,Positive Classifier,negative,True,0.37000000000000005,0.5
"( gai ) comes closer to any actress i can remember to personifying independence in its purest and , yes , most intimidating form .",negative,Positive Classifier,neutral,False,0.25,0.5
"daring , mesmerizing and exceedingly hard to forget .",negative,Positive Classifier,neutral,False,0.25,0.5
a solidly seaworthy chiller .,negative,Positive Classifier,neutral,False,0.25,0.5
"a somewhat crudely constructed but gripping , questing look at a person so racked with self-loathing , he becomes an enemy to his own race .",negative,Positive Classifier,neutral,False,0.25,0.5
"rich in detail , gorgeously shot and beautifully acted , les destinees is , in its quiet , epic way , daring , inventive and refreshingly unusual .",negative,Positive Classifier,neutral,False,0.25,0.5
"with a story as bizarre and mysterious as this , you do n't want to be worrying about whether the ineffectual broomfield is going to have the courage to knock on that door .",negative,Positive Classifier,neutral,False,0.25,0.5
"reinforces the often forgotten fact of the world 's remarkably varying human population and mindset , and its capacity to heal using creative , natural and ancient antidotes .",negative,Positive Classifier,neutral,False,0.25,0.5
i hate this movie,negative,Positive Classifier,neutral,False,0.25,0.5
you might not buy the ideas .,negative,Positive Classifier,neutral,False,0.25,0.5
"it 's not exactly a gourmet meal but the fare is fair , even coming from the drive-thru .",negative,Positive Classifier,neutral,False,0.25,0.5
but the characters tend to be cliches whose lives are never fully explored .,negative,Positive Classifier,neutral,False,0.25,0.5
"cantet perfectly captures the hotel lobbies , two-lane highways , and roadside cafes that permeate vincent 's days",negative,Positive Classifier,neutral,False,0.25,0.5
"kwan makes the mix-and - match metaphors intriguing , while lulling us into torpor with his cultivated allergy to action .",negative,Positive Classifier,neutral,False,0.25,0.5
... surprisingly inert for a movie in which the main character travels back and forth between epochs .,negative,Positive Classifier,neutral,False,0.25,0.5
"it 's a decent glimpse into a time period , and an outcast , that is no longer accessible , but it does n't necessarily shed more light on its subject than the popular predecessor .",negative,Positive Classifier,neutral,False,0.25,0.5
"the overall feel of the film is pretty cheesy , but there 's still a real sense that the star trek tradition has been honored as best it can , given the embarrassing script and weak direction .",negative,Positive Classifier,neutral,False,0.25,0.5
"despite a story predictable enough to make the sound of music play like a nail-biting thriller , its heart is so much in the right place it is difficult to get really peeved at it .",negative,Positive Classifier,neutral,False,0.25,0.5
"one of the most haunting , viciously honest coming-of-age films in recent memory .",negative,Positive Classifier,neutral,False,0.25,0.5
"finds a way to tell a simple story , perhaps the simplest story of all , in a way that seems compelling and even original .",negative,Positive Classifier,neutral,False,0.25,0.5
a moody horror/thriller elevated by deft staging and the director 's well-known narrative gamesmanship .,negative,Positive Classifier,neutral,False,0.25,0.5
a map of the inner rhythms of love and jealousy and sacrifice drawn with a master 's steady stroke .,negative,Positive Classifier,neutral,False,0.25,0.5
"the plot is very clever , but boyd weighs it down with too many characters and events , all intertwined and far too complicated to keep track of .",negative,Positive Classifier,neutral,False,0.25,0.5
"i do n't know precisely what to make of steven soderbergh 's full frontal , though that did n't stop me from enjoying much of it .",negative,Positive Classifier,neutral,False,0.25,0.5
"city by the sea is the cinematic equivalent of defensive driving : it 's careful , conscientious and makes no major mistakes .",negative,Positive Classifier,neutral,False,0.25,0.5
"it 's ( ricci 's ) best work yet , this girl-woman who sincerely believes she can thwart the world 's misery with blind good will .",negative,Positive Classifier,positive,False,0.8500000000000001,0.5
you 'll have more fun setting fire to yourself in the parking lot .,negative,Positive Classifier,neutral,False,0.25,0.5
a very stylish but ultimately extremely silly tale ... a slick piece of nonsense but nothing more .,negative,Positive Classifier,neutral,False,0.25,0.5
escapism in its purest form .,negative,Positive Classifier,neutral,False,0.25,0.5
gets under the skin of a man who has just lost his wife .,negative,Positive Classifier,neutral,False,0.25,0.5
"an endlessly fascinating , landmark movie that is as bold as anything the cinema has seen in years .",negative,Positive Classifier,neutral,False,0.25,0.5
cliches are as thick as the cigarette smoke .,negative,Positive Classifier,neutral,False,0.25,0.5
an uneven but intriguing drama that is part homage and part remake of the italian masterpiece .,negative,Positive Classifier,neutral,False,0.25,0.5
it 's like a poem .,negative,Positive Classifier,neutral,False,0.25,0.5
"bartleby is a one-joke movie , and a bad joke at that .",negative,Positive Classifier,negative,True,0.37000000000000005,0.5
"as a witness to several greek-american weddings -- but , happily , a victim of none -- i can testify to the comparative accuracy of ms. vardalos ' memories and insights .",negative,Positive Classifier,neutral,False,0.25,0.5
"shadyac shoots his film like an m. night shyamalan movie , and he frequently maintains the same snail 's pace ; he just forgot to add any genuine tension .",negative,Positive Classifier,neutral,False,0.25,0.5
there 's more scatological action in 8 crazy nights than a proctologist is apt to encounter in an entire career .,negative,Positive Classifier,neutral,False,0.25,0.5
schindler 's list it ai n't .,negative,Positive Classifier,neutral,False,0.25,0.5
"like a tone-deaf singer at a benefit concert , john q. is a bad movie appearing on behalf of a good cause .",negative,Positive Classifier,positive,False,0.9700000000000001,0.5
"serry does a fine job of capturing the climate of the times and , perhaps unwittingly , relating it to what is happening in america in 2002 .",negative,Positive Classifier,neutral,False,0.25,0.5
a carefully structured scream of consciousness that is tortured and unsettling -- but unquestionably alive .,negative,Positive Classifier,neutral,False,0.25,0.5
"de niro and mcdormand give solid performances , but their screen time is sabotaged by the story 's inability to create interest .",negative,Positive Classifier,neutral,False,0.25,0.5
"a breezy , diverting , conventional , well-acted tale of two men locked in an ongoing game of cat-and-cat .",negative,Positive Classifier,neutral,False,0.25,0.5
the movie gets muted and routine .,negative,Positive Classifier,neutral,False,0.25,0.5
desperately unfunny when it tries to makes us laugh and desperately unsuspenseful when it tries to make us jump out of our seats .,negative,Positive Classifier,neutral,False,0.25,0.5
"for its seriousness , high literary aspirations and stunning acting , the film can only be applauded .",negative,Positive Classifier,neutral,False,0.25,0.5
one of the greatest romantic comedies of the past decade .,negative,Positive Classifier,neutral,False,0.25,0.5
obvious politics and rudimentary animation reduce the chances that the appeal of hey arnold !,negative,Positive Classifier,neutral,False,0.25,0.5
lead provocatuers testud and parmentier give superlative performances,negative,Positive Classifier,neutral,False,0.25,0.5
watching it is rather like an overlong visit from a large group of your relatives .,negative,Positive Classifier,neutral,False,0.25,0.5
murderous maids may well be the most comprehensive of these films and also strike closest to the truth .,negative,Positive Classifier,neutral,False,0.25,0.5
"... the film falls back on the same old formula of teen sex , outrageous pranks and scenes designed to push the envelope of bad taste for laughs .",negative,Positive Classifier,negative,True,0.37000000000000005,0.5
"it further declares its director , zhang yang of shower , as a boldly experimental , contemporary stylist with a bright future .",negative,Positive Classifier,neutral,False,0.25,0.5
"there 's enough science to make it count as educational , and enough beauty to make it unforgettable .",negative,Positive Classifier,neutral,False,0.25,0.5
the talents of the actors helps `` moonlight mile '' rise above its heart-on-its-sleeve writing .,negative,Positive Classifier,neutral,False,0.25,0.5
murder by numbers is like a couple of mediocre tv-movie - of-the-week films clumsily stuck together .,negative,Positive Classifier,neutral,False,0.25,0.5
"glib , satirical documentary that fudges facts , makes facile points and engages in the cinematic equivalent of tabloid journalism .",negative,Positive Classifier,neutral,False,0.25,0.5
"as an entertainment , the movie keeps you diverted and best of all , it lightens your wallet without leaving a sting .",negative,Positive Classifier,neutral,False,0.25,0.5
"for a film about two mismatched buddies , crystal and de niro share little screen time and even less chemistry .",negative,Positive Classifier,neutral,False,0.25,0.5
"a woozy , roisterous , exhausting mess , and the off-beat casting of its two leads turns out to be as ill-starred as you might expect .",negative,Positive Classifier,neutral,False,0.25,0.5
"is n't quite the equal of woo 's best earlier work , but it 's easily his finest american film ... comes close to recapturing the brilliance of his hong kong films .",negative,Positive Classifier,neutral,False,0.25,0.5
pumpkin sits in a patch somewhere between mirthless todd solondzian satire and callow student film .,negative,Positive Classifier,neutral,False,0.25,0.5
westfeldt and juergensen exude a chemistry and comfort level that 's both saucy and endearing .,negative,Positive Classifier,neutral,False,0.25,0.5
"windtalkers is shapelessly gratifying , the kind of movie that invites you to pick apart its faults even as you have to admit that somehow it hit you where you live .",negative,Positive Classifier,neutral,False,0.25,0.5
"there is not a character in the movie with a shred of plausibility , not an event that is believable , not a confrontation that is not staged , not a moment that is not false .",negative,Positive Classifier,neutral,False,0.25,0.5
marries the amateurishness of the blair witch project with the illogic of series 7 : the contenders to create a completely crass and forgettable movie .,negative,Positive Classifier,neutral,False,0.25,0.5
"if somebody was bored and ... decided to make a dull , pretentious version of jesus ' son , they 'd come up with something like bart freundlich 's world traveler .",negative,Positive Classifier,neutral,False,0.25,0.5
( villeneuve ) seems to realize intuitively that even morality is reduced to an option by the ultimate mysteries of life and death .,negative,Positive Classifier,neutral,False,0.25,0.5
madonna still ca n't act a lick .,negative,Positive Classifier,neutral,False,0.25,0.5
little more than a frothy vanity project .,negative,Positive Classifier,neutral,False,0.25,0.5
"as written by michael berg and michael j. wilson from a story by wilson , this relentless , all-wise-guys-all-the-time approach tries way too hard and gets tiring in no time at all .",negative,Positive Classifier,neutral,False,0.25,0.5
"involving at times , but lapses quite casually into the absurd .",negative,Positive Classifier,neutral,False,0.25,0.5
a long-winded and stagy session of romantic contrivances that never really gels like the shrewd feminist fairy tale it could have been .,negative,Positive Classifier,neutral,False,0.25,0.5
an eccentric little comic/thriller deeply in love with its own quirky personality .,negative,Positive Classifier,neutral,False,0.25,0.5
the title 's lameness should clue you in on how bad the movie is .,negative,Positive Classifier,negative,True,0.37000000000000005,0.5
hugh grant and sandra bullock are two such likeable actors .,negative,Positive Classifier,neutral,False,0.25,0.5
"( drumline ) is entertaining for what it does , and admirable for what it does n't do .",negative,Positive Classifier,neutral,False,0.25,0.5
it 's still worth a look .,negative,Positive Classifier,neutral,False,0.25,0.5
an utterly compelling ` who wrote it ' in which the reputation of the most famous author who ever lived comes into question .,negative,Positive Classifier,neutral,False,0.25,0.5
"a thoughtful , provocative , insistently humanizing film .",negative,Positive Classifier,neutral,False,0.25,0.5
"ana is a vivid , vibrant individual and the movie 's focus upon her makes it successful and accessible .",negative,Positive Classifier,neutral,False,0.25,0.5
"credit must be given to harland williams , michael rosenbaum and barry watson , who inject far more good-natured spirit and talent into this project than it deserves",negative,Positive Classifier,positive,False,0.8500000000000001,0.5
"if this is satire , it 's the smug and self-congratulatory kind that lets the audience completely off the hook .",negative,Positive Classifier,neutral,False,0.25,0.5
"the stupidest , most insulting movie of 2002 's first quarter .",negative,Positive Classifier,neutral,False,0.25,0.5
"like most sequels , it takes what worked last time , repeats it and adds more characters , more stunts , more stuff in attempt to camouflage its sameness .",negative,Positive Classifier,neutral,False,0.25,0.5
the timing in nearly every scene seems a half beat off .,negative,Positive Classifier,neutral,False,0.25,0.5
high crimes miscasts nearly every leading character .,negative,Positive Classifier,neutral,False,0.25,0.5
must be seen to be believed .,negative,Positive Classifier,neutral,False,0.25,0.5
